Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Johan Elmander,se SWE,FW,Bolton,28,1981,25,15,"1,355",15.1,3,1,4,3,0,0,2,0,0.2,0.07,0.27,0.2,0.27,Matches
177,George Elokobi,cm CMR,DF,Wolves,23,1986,22,17,"1,642",18.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
178,Brett Emerton,au AUS,"DF,MF",Blackburn,30,1979,24,17,"1,422",15.8,0,1,1,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
179,Michael Essien,gh GHA,"DF,MF",Chelsea,26,1982,14,13,"1,195",13.3,3,0,3,3,0,0,2,0,0.23,0,0.23,0.23,0.23,Matches
180,Matthew Etherington,eng ENG,MF,Stoke City,27,1981,34,33,"2,888",32.1,5,8,13,4,1,1,1,0,0.16,0.25,0.41,0.12,0.37,Matches
181,Dickson Etuhu,ng NGA,MF,Fulham,27,1982,20,14,"1,336",14.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
182,Jonny Evans,nir NIR,DF,Manchester Utd,21,1988,18,18,"1,585",17.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
183,Patrice Evra,fr FRA,DF,Manchester Utd,28,1981,38,37,"3,283",36.5,0,3,3,0,0,0,5,0,0,0.08,0.08,0,0.08,Matches
184,Łukasz Fabiański,pl POL,GK,Arsenal,24,1985,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
185,Fábio,br BRA,DF,Manchester Utd,19,1990,5,1,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
186,Cesc Fàbregas,es ESP,"FW,MF",Arsenal,22,1987,27,26,"2,188",24.3,15,13,28,12,3,4,5,0,0.62,0.53,1.15,0.49,1.03,Matches
187,Craig Fagan,eng ENG,"FW,MF",Hull City,26,1982,25,20,"1,829",20.3,2,2,4,1,1,1,7,1,0.1,0.1,0.2,0.05,0.15,Matches
188,Keith Fahey,ie IRL,MF,Birmingham City,26,1983,34,18,"1,707",19,0,2,2,0,0,0,2,0,0,0.11,0.11,0,0.11,Matches
189,Julien Faubert,fr FRA,"DF,FW",West Ham,25,1983,33,32,"2,820",31.3,1,3,4,1,0,0,6,0,0.03,0.1,0.13,0.03,0.13,Matches
190,Abdoulaye Faye,sn SEN,"DF,MF",Stoke City,31,1978,31,30,"2,380",26.4,2,0,2,2,0,0,5,2,0.08,0,0.08,0.08,0.08,Matches
191,Marouane Fellaini,be BEL,MF,Everton,21,1987,23,20,"1,761",19.6,2,2,4,2,0,0,6,0,0.1,0.1,0.2,0.1,0.2,Matches
192,Anton Ferdinand,eng ENG,DF,Sunderland,24,1985,24,19,"1,779",19.8,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
193,Rio Ferdinand,eng ENG,DF,Manchester Utd,30,1978,13,12,"1,084",12,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
194,Barry Ferguson,sct SCO,MF,Birmingham City,31,1978,37,37,"3,329",37,0,0,0,0,0,0,8,1,0,0,0,0,0,Matches
195,Paulo Ferreira,pt POR,DF,Chelsea,30,1979,13,11,949,10.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
196,Maynor Figueroa,hn HON,DF,Wigan Athletic,26,1983,35,35,"3,087",34.3,1,1,2,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,Matches
197,Steve Finnan,ie IRL,DF,Portsmouth,33,1976,21,20,"1,806",20.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
198,Darren Fletcher,sct SCO,MF,Manchester Utd,25,1984,30,29,"2,569",28.5,4,5,9,4,0,0,6,1,0.14,0.18,0.32,0.14,0.32,Matches
199,Steven Fletcher,sct SCO,FW,Burnley,22,1987,35,35,"2,848",31.6,8,5,13,8,0,0,1,0,0.25,0.16,0.41,0.25,0.41,Matches
200,Caleb Folan,ie IRL,FW,Hull City,26,1982,8,7,565,6.3,2,0,2,2,0,0,1,0,0.32,0,0.32,0.32,0.32,Matches
201,Kevin Foley,ie IRL,"DF,MF",Wolves,24,1984,25,23,"1,973",21.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
202,Ben Foster,eng ENG,GK,Manchester Utd,26,1983,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
203,Danny Fox,sct SCO,"DF,MF",Burnley,23,1986,14,13,"1,147",12.7,1,1,2,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,Matches
204,Guillermo Franco,mx MEX,FW,West Ham,32,1976,23,16,"1,367",15.2,5,3,8,5,0,0,5,0,0.33,0.2,0.53,0.33,0.53,Matches
205,Brad Friedel,us USA,GK,Aston Villa,38,1971,38,38,"3,420",38,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
206,George Friend,eng ENG,"DF,MF",Wolves,21,1987,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
207,Ricardo Fuller,jm JAM,FW,Stoke City,29,1979,35,22,"2,237",24.9,3,3,6,3,0,0,9,0,0.12,0.12,0.24,0.12,0.24,Matches
208,Márton Fülöp,hu HUN,GK,Sunderland,26,1983,13,12,"1,105",12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
209,Márton Fülöp,hu HUN,GK,Manchester City,26,1983,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
210,Danny Gabbidon,wls WAL,DF,West Ham,29,1979,10,8,715,7.9,0,1,1,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
211,Paul Gallagher,sct SCO,"FW,MF",Blackburn,24,1984,1,0,16,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
212,William Gallas,fr FRA,DF,Arsenal,31,1977,26,26,"2,340",26,3,0,3,3,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
213,Morten Gamst Pedersen,no NOR,"FW,MF",Blackburn,27,1981,33,27,"2,424",26.9,3,7,10,3,0,0,5,0,0.11,0.26,0.37,0.11,0.37,Matches
214,Richard Garcia,au AUS,"FW,MF",Hull City,27,1981,18,14,"1,097",12.2,0,1,1,0,0,0,1,0,0,0.08,0.08,0,0.08,Matches
215,Anthony Gardner,eng ENG,DF,Hull City,28,1980,24,24,"2,160",24,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
216,Craig Gardner,eng ENG,MF,Aston Villa,22,1986,1,0,5,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
217,Craig Gardner,eng ENG,MF,Birmingham City,22,1986,13,10,898,10,1,1,2,1,0,0,3,0,0.1,0.1,0.2,0.1,0.2,Matches
218,Ricardo Gardner,jm JAM,"DF,MF",Bolton,30,1978,21,11,"1,106",12.3,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches
219,Javier Garrido,es ESP,DF,Manchester City,24,1985,9,7,633,7,1,0,1,1,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
220,Geovanni,br BRA,"FW,MF",Hull City,29,1980,26,16,"1,540",17.1,3,0,3,3,0,1,3,1,0.18,0,0.18,0.18,0.18,Matches
221,Zoltán Gera,hu HUN,MF,Fulham,30,1979,27,19,"1,870",20.8,2,3,5,2,0,0,2,0,0.1,0.14,0.24,0.1,0.24,Matches
222,Steven Gerrard,eng ENG,MF,Liverpool,29,1980,33,32,"2,842",31.6,9,7,16,7,2,2,6,0,0.29,0.22,0.51,0.22,0.44,Matches
223,Kamel Ghilas,dz ALG,FW,Hull City,25,1984,13,6,586,6.5,1,1,2,1,0,0,0,0,0.15,0.15,0.31,0.15,0.31,Matches
224,Kieran Gibbs,eng ENG,"DF,MF",Arsenal,19,1989,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
225,Darron Gibson,ie IRL,MF,Manchester Utd,21,1987,15,6,595,6.6,2,2,4,2,0,0,2,0,0.3,0.3,0.61,0.3,0.61,Matches
226,Ryan Giggs,wls WAL,"FW,MF",Manchester Utd,35,1973,25,20,"1,808",20.1,5,9,14,3,2,2,0,0,0.25,0.45,0.7,0.15,0.6,Matches
227,Shay Given,ie IRL,GK,Manchester City,33,1976,35,35,"3,132",34.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
228,Gaël Givet,fr FRA,DF,Blackburn,27,1981,34,33,"2,795",31.1,2,2,4,2,0,0,3,0,0.06,0.06,0.13,0.06,0.13,Matches
229,Steve Gohouri,ci CIV,DF,Wigan Athletic,28,1981,5,4,370,4.1,1,0,1,1,0,0,2,0,0.24,0,0.24,0.24,0.24,Matches
230,Heurelho Gomes,br BRA,GK,Tottenham,28,1981,31,31,"2,715",30.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
231,Jordi Gómez,es ESP,MF,Wigan Athletic,24,1985,23,11,"1,271",14.1,1,0,1,1,0,0,3,0,0.07,0,0.07,0.07,0.07,Matches
232,Craig Gordon,sct SCO,GK,Sunderland,26,1982,26,26,"2,315",25.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
233,Dan Gosling,eng ENG,"DF,MF",Everton,19,1990,11,3,349,3.9,2,0,2,2,0,0,0,0,0.52,0,0.52,0.52,0.52,Matches
234,Robert Green,eng ENG,GK,West Ham,29,1980,38,38,"3,402",37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
235,Jonathan Greening,eng ENG,MF,Fulham,30,1979,23,15,"1,506",16.7,1,1,2,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches
236,Vince Grella,au AUS,MF,Blackburn,29,1979,15,10,956,10.6,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
237,Adlène Guedioura,dz ALG,MF,Wolves,23,1985,14,7,592,6.6,1,0,1,1,0,0,2,0,0.15,0,0.15,0.15,0.15,Matches
238,Fernando Guerrero,ec ECU,"FW,MF",Burnley,19,1989,7,0,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
239,Eiður Guðjohnsen,is ISL,"FW,MF",Tottenham,30,1978,11,3,390,4.3,1,0,1,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
240,Joey Guðjónsson,is ISL,MF,Burnley,29,1980,10,1,322,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
241,El Hadji Diouf,sn SEN,"FW,MF",Blackburn,28,1981,26,24,"1,932",21.5,3,2,5,3,0,0,3,0,0.14,0.09,0.23,0.14,0.23,Matches
242,Marcus Hahnemann,us USA,GK,Wolves,37,1972,25,25,"2,250",25,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
243,Greg Halford,eng ENG,"DF,FW",Wolves,24,1984,15,12,895,9.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
244,Brede Hangeland,no NOR,DF,Fulham,28,1981,32,32,"2,805",31.2,1,0,1,1,0,0,2,0,0.03,0,0.03,0.03,0.03,Matches
245,Grant Hanley,sct SCO,DF,Blackburn,17,1991,1,1,90,1,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
246,Owen Hargreaves,eng ENG,MF,Manchester Utd,28,1981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
247,Joe Hart,eng ENG,GK,Birmingham City,22,1987,36,36,"3,240",36,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
248,David Healy,nir NIR,FW,Sunderland,29,1979,3,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
249,John Heitinga,nl NED,"DF,MF",Everton,25,1983,31,29,"2,591",28.8,0,3,3,0,0,0,8,0,0,0.1,0.1,0,0.1,Matches
250,Bjørn Helge Riise,no NOR,MF,Fulham,26,1983,12,5,412,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
251,Jordan Henderson,eng ENG,MF,Sunderland,19,1990,33,23,"2,187",24.3,1,5,6,1,0,0,3,0,0.04,0.21,0.25,0.04,0.25,Matches
252,Wayne Hennessey,wls WAL,GK,Wolves,22,1987,13,13,"1,170",13,0,1,1,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches
253,Karl Henry,eng ENG,"DF,MF",Wolves,26,1982,34,34,"3,036",33.7,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
254,Emile Heskey,eng ENG,FW,Aston Villa,31,1978,31,16,"1,303",14.5,3,2,5,3,0,0,2,0,0.21,0.14,0.35,0.21,0.35,Matches
255,Jan Vennegoor of Hesselink,nl NED,FW,Hull City,30,1978,31,17,"1,489",16.5,3,2,5,3,0,0,0,0,0.18,0.12,0.3,0.18,0.3,Matches
256,Tony Hibbert,eng ENG,DF,Everton,28,1981,20,17,"1,478",16.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
257,Danny Higginbotham,gi GIB,DF,Stoke City,30,1978,24,23,"2,002",22.2,1,1,2,1,0,0,0,0,0.04,0.04,0.09,0.04,0.09,Matches
258,Henrique Hilário,pt POR,GK,Chelsea,33,1975,3,2,219,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
259,Matt Hill,eng ENG,DF,Wolves,28,1981,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
260,Zavon Hines,eng ENG,"FW,MF",West Ham,20,1988,13,5,606,6.7,1,0,1,1,0,0,3,0,0.15,0,0.15,0.15,0.15,Matches
261,Junior Hoilett,ca CAN,"FW,MF",Blackburn,19,1990,23,8,952,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
262,Stuart Holden,us USA,MF,Bolton,23,1985,2,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
263,Tim Howard,us USA,GK,Everton,30,1979,38,38,"3,420",38,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
264,Hermann Hreiðarsson,is ISL,DF,Portsmouth,35,1974,17,17,"1,410",15.7,1,0,1,1,0,0,2,0,0.06,0,0.06,0.06,0.06,Matches
265,Tom Huddlestone,eng ENG,MF,Tottenham,22,1986,33,33,"2,844",31.6,2,3,5,2,0,0,8,0,0.06,0.09,0.16,0.06,0.16,Matches
266,Aaron Hughes,nir NIR,DF,Fulham,29,1979,34,34,"3,060",34,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
267,Richard Hughes,sct SCO,MF,Portsmouth,30,1979,10,9,777,8.6,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
268,Stephen Hunt,ie IRL,"FW,MF",Hull City,27,1981,27,27,"2,316",25.7,6,4,10,5,1,1,4,0,0.23,0.16,0.39,0.19,0.35,Matches
269,Sam Hutchinson,eng ENG,"DF,MF",Chelsea,19,1989,2,0,23,0.3,0,1,1,0,0,0,0,0,0,3.91,3.91,0,3.91,Matches
270,Robert Huth,de GER,DF,Stoke City,24,1984,32,30,"2,744",30.5,3,1,4,3,0,0,6,0,0.1,0.03,0.13,0.1,0.13,Matches
271,Alan Hutton,sct SCO,DF,Tottenham,24,1984,8,1,237,2.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
272,Alan Hutton,sct SCO,DF,Sunderland,24,1984,11,11,945,10.5,0,1,1,0,0,0,1,1,0,0.1,0.1,0,0.1,Matches
273,Abdisalam Ibrahim,no NOR,"DF,MF",Manchester City,18,1991,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
274,Ilan,br BRA,FW,West Ham,28,1980,11,6,577,6.4,4,0,4,4,0,0,0,0,0.62,0,0.62,0.62,0.62,Matches
275,Hérita Ilunga,cd COD,DF,West Ham,27,1982,16,16,"1,206",13.4,0,1,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
276,Emiliano Insúa,ar ARG,DF,Liverpool,20,1989,31,30,"2,722",30.2,0,4,4,0,0,0,1,0,0,0.13,0.13,0,0.13,Matches
277,Stephen Ireland,ie IRL,MF,Manchester City,22,1986,22,16,"1,453",16.1,2,2,4,2,0,0,0,0,0.12,0.12,0.25,0.12,0.25,Matches
278,Branislav Ivanović,rs SRB,DF,Chelsea,25,1984,28,25,"2,254",25,1,5,6,1,0,0,6,0,0.04,0.2,0.24,0.04,0.24,Matches
279,Chris Iwelumo,sct SCO,FW,Wolves,30,1978,15,2,426,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
280,Jussi Jääskeläinen,fi FIN,GK,Bolton,34,1975,38,38,"3,420",38,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
281,Lars Jacobsen,dk DEN,DF,Blackburn,29,1979,13,11,"1,033",11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
282,Phil Jagielka,eng ENG,"DF,MF",Everton,26,1982,12,11,"1,035",11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
283,David James,eng ENG,GK,Portsmouth,38,1970,25,25,"2,232",24.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
284,Matthew Jarvis,eng ENG,MF,Wolves,23,1986,34,30,"2,641",29.3,3,3,6,3,0,0,3,0,0.1,0.1,0.2,0.1,0.2,Matches
285,Jermaine Jenas,eng ENG,MF,Tottenham,26,1983,19,9,939,10.4,1,2,3,1,0,0,6,0,0.1,0.19,0.29,0.1,0.29,Matches
286,Brian Jensen,dk DEN,GK,Burnley,34,1975,38,38,"3,344",37.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
287,Cameron Jerome,eng ENG,FW,Birmingham City,22,1986,32,32,"2,671",29.7,10,3,13,10,0,0,5,0,0.34,0.1,0.44,0.34,0.44,Matches
288,Park Ji-sung,kr KOR,MF,Manchester Utd,28,1981,17,10,969,10.8,3,1,4,3,0,0,0,0,0.28,0.09,0.37,0.28,0.37,Matches
289,Luis Jiménez,cl CHI,"FW,MF",West Ham,25,1984,11,6,658,7.3,1,2,3,0,1,1,3,0,0.14,0.27,0.41,0,0.27,Matches
290,Jô,br BRA,FW,Everton,22,1987,15,6,520,5.8,0,1,1,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
291,Adam Johnson,eng ENG,MF,Manchester City,22,1987,16,14,"1,168",13,1,5,6,1,0,0,1,0,0.08,0.39,0.46,0.08,0.46,Matches
292,Andrew Johnson,eng ENG,FW,Fulham,28,1981,8,7,594,6.6,0,1,1,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches
293,Damien Johnson,nir NIR,MF,Birmingham City,30,1978,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
294,Eddie Johnson,us USA,FW,Fulham,25,1984,2,0,26,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
295,Glen Johnson,eng ENG,DF,Liverpool,24,1984,25,24,"2,137",23.7,3,3,6,3,0,0,1,0,0.13,0.13,0.25,0.13,0.25,Matches
296,Michael Johnson,eng ENG,MF,Manchester City,21,1988,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
297,Roger Johnson,eng ENG,DF,Birmingham City,26,1983,38,38,"3,420",38,0,1,1,0,0,0,8,0,0,0.03,0.03,0,0.03,Matches
298,David Jones,eng ENG,MF,Wolves,24,1984,20,16,"1,410",15.7,1,2,3,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,Matches
299,Kenwyne Jones,tt TRI,FW,Sunderland,24,1984,32,24,"2,182",24.2,9,3,12,8,1,1,1,1,0.37,0.12,0.49,0.33,0.45,Matches
300,Phil Jones,eng ENG,"DF,MF",Blackburn,17,1992,9,7,664,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
301,Nigel de Jong,nl NED,MF,Manchester City,24,1984,34,30,"2,627",29.2,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
302,Stephen Jordan,eng ENG,DF,Burnley,27,1982,25,23,"2,024",22.5,0,1,1,0,0,0,3,1,0,0.04,0.04,0,0.04,Matches
303,Younès Kaboul,fr FRA,DF,Tottenham,23,1986,10,8,788,8.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
304,Younès Kaboul,fr FRA,DF,Portsmouth,23,1986,19,19,"1,710",19,3,0,3,3,0,0,3,1,0.16,0,0.16,0.16,0.16,Matches
305,Gaël Kakuta,cd COD,"FW,MF",Chelsea,18,1991,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
306,Nikola Kalinić,hr CRO,FW,Blackburn,21,1988,26,14,"1,453",16.1,2,1,3,2,0,0,2,0,0.12,0.06,0.19,0.12,0.19,Matches
307,Toni Kallio,fi FIN,DF,Fulham,30,1978,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
308,Salomon Kalou,ci CIV,"FW,MF",Chelsea,23,1985,23,11,958,10.6,5,3,8,5,0,0,2,0,0.47,0.28,0.75,0.47,0.75,Matches
309,Christian Kalvenes,no NOR,"DF,MF",Burnley,32,1977,6,3,279,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
310,Diomansy Kamara,sn SEN,FW,Fulham,28,1980,9,5,454,5,1,0,1,1,0,0,1,0,0.2,0,0.2,0.2,0.2,Matches
311,Nwankwo Kanu,ng NGA,FW,Portsmouth,32,1976,23,6,840,9.3,2,2,4,2,0,0,0,0,0.21,0.21,0.43,0.21,0.43,Matches
312,Olivier Kapo,fr FRA,"FW,MF",Wigan Athletic,28,1980,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
313,Robbie Keane,ie IRL,FW,Tottenham,29,1980,20,15,"1,151",12.8,6,2,8,5,1,1,1,0,0.47,0.16,0.63,0.39,0.55,Matches
314,Martin Kelly,eng ENG,"DF,MF",Liverpool,19,1990,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
315,Stephen Kelly,ie IRL,DF,Fulham,25,1983,8,7,593,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
316,Andy Keogh,ie IRL,"FW,MF",Wolves,23,1986,13,8,745,8.3,1,1,2,1,0,0,4,0,0.12,0.12,0.24,0.12,0.24,Matches
317,Seol Ki-hyeon,kr KOR,"FW,MF",Fulham,30,1979,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
318,Michael Kightly,eng ENG,"FW,MF",Wolves,23,1986,9,3,426,4.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
319,Kevin Kilbane,ie IRL,"DF,MF",Hull City,32,1977,21,15,"1,356",15.1,1,1,2,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,Matches
320,Matthew Kilgallon,eng ENG,DF,Sunderland,25,1984,7,6,614,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
321,Ledley King,eng ENG,"DF,MF",Tottenham,28,1980,20,19,"1,542",17.1,2,0,2,2,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
322,Marlon King,jm JAM,FW,Wigan Athletic,29,1980,3,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
323,Chris Kirkland,eng ENG,GK,Wigan Athletic,28,1981,32,32,"2,768",30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
324,Dave Kitson,eng ENG,FW,Stoke City,29,1980,18,10,931,10.3,3,1,4,3,0,0,1,0,0.29,0.1,0.39,0.29,0.39,Matches
325,Ivan Klasnić,hr CRO,FW,Bolton,29,1980,27,12,"1,212",13.5,8,1,9,8,0,0,4,0,0.59,0.07,0.67,0.59,0.67,Matches
326,Zat Knight,eng ENG,DF,Bolton,29,1980,35,35,"3,150",35,1,0,1,1,0,0,1,0,0.03,0,0.03,0.03,0.03,Matches
327,Vincent Kompany,be BEL,DF,Manchester City,23,1986,25,21,"1,915",21.3,2,1,3,2,0,0,2,0,0.09,0.05,0.14,0.09,0.14,Matches
328,Paul Konchesky,eng ENG,"DF,FW",Fulham,28,1981,27,27,"2,365",26.3,1,1,2,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,Matches
329,Jason Koumas,wls WAL,MF,Wigan Athletic,29,1979,8,6,418,4.6,1,0,1,1,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
330,Radoslav Kováč,cz CZE,"DF,MF",West Ham,29,1979,31,27,"2,261",25.1,2,2,4,2,0,0,8,1,0.08,0.08,0.16,0.08,0.16,Matches
331,Niko Kranjčar,hr CRO,MF,Tottenham,24,1984,24,19,"1,652",18.4,6,6,12,6,0,0,3,0,0.33,0.33,0.65,0.33,0.65,Matches
332,Niko Kranjčar,hr CRO,MF,Portsmouth,24,1984,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
333,Péter Kurucz,hu HUN,GK,West Ham,21,1988,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
334,Tomasz Kuszczak,pl POL,GK,Manchester Utd,27,1982,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
335,Dirk Kuyt,nl NED,"DF,FW",Liverpool,29,1980,37,35,"3,003",33.4,9,3,12,8,1,1,3,0,0.27,0.09,0.36,0.24,0.33,Matches
336,Sotirios Kyrgiakos,gr GRE,DF,Liverpool,30,1979,14,13,"1,194",13.3,1,0,1,1,0,0,1,1,0.08,0,0.08,0.08,0.08,Matches
337,Frank Lampard,eng ENG,MF,Chelsea,31,1978,36,36,"3,218",35.8,22,14,36,12,10,11,0,0,0.62,0.39,1.01,0.34,0.73,Matches
338,Henri Lansbury,eng ENG,MF,Arsenal,18,1990,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
339,Sebastian Larsson,se SWE,MF,Birmingham City,24,1985,33,26,"2,376",26.4,4,2,6,4,0,0,3,0,0.15,0.08,0.23,0.15,0.23,Matches
340,Liam Lawrence,ie IRL,MF,Stoke City,27,1981,25,14,"1,382",15.4,1,2,3,1,0,0,0,0,0.07,0.13,0.2,0.07,0.2,Matches
341,Grant Leadbitter,eng ENG,MF,Sunderland,23,1986,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
342,Lucas Leiva,br BRA,MF,Liverpool,22,1987,35,32,"2,841",31.6,0,2,2,0,0,0,9,0,0,0.06,0.06,0,0.06,Matches
343,Aaron Lennon,eng ENG,"FW,MF",Tottenham,22,1987,22,20,"1,801",20,3,9,12,3,0,0,1,0,0.15,0.45,0.6,0.15,0.6,Matches
344,Joleon Lescott,eng ENG,DF,Manchester City,26,1982,18,17,"1,566",17.4,1,1,2,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11,Matches
345,Joleon Lescott,eng ENG,DF,Everton,26,1982,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
346,Amine Linganzi,cg CGO,MF,Blackburn,19,1989,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
347,Jake Livermore,eng ENG,MF,Tottenham,19,1989,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
348,Federico Macheda,it ITA,FW,Manchester Utd,17,1991,5,1,132,1.5,1,1,2,1,0,0,0,0,0.68,0.68,1.36,0.68,1.36,Matches
349,Stefan Maierhofer,at AUT,FW,Wolves,26,1982,8,1,184,2,1,0,1,1,0,0,1,1,0.49,0,0.49,0.49,0.49,Matches
350,Steed Malbranque,fr FRA,MF,Sunderland,29,1980,31,30,"2,060",22.9,0,5,5,0,0,0,3,0,0,0.22,0.22,0,0.22,Matches
351,Florent Malouda,fr FRA,"FW,MF",Chelsea,29,1980,33,26,"2,304",25.6,12,8,20,12,0,0,4,1,0.47,0.31,0.78,0.47,0.78,Matches
352,Michael Mancienne,sc SEY,"DF,MF",Wolves,21,1988,30,22,"1,993",22.1,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
353,Vito Mannone,it ITA,GK,Arsenal,21,1988,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
